web-scraper-order,web-scraper-start-url,pagi,position,salary,loc,company,detail,info,comp_tag,experience
"1672259519-6905","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","电商数据分析实习生（可留用）","8-12K·13薪","上海·静安区·静安寺","新略数智","数据分析数学/统计学专业电商","年终奖，节日福利，五险一金，零食下午茶，带薪年假，【红杉投资】，员工旅游，股票期权","计算机软件","在校/应届"
"1672259519-6906","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","电商数据分析实习生（可留用）","8-12K·13薪","上海·静安区·静安寺","新略数智","数据分析数学/统计学专业电商","年终奖，节日福利，五险一金，零食下午茶，带薪年假，【红杉投资】，员工旅游，股票期权","A轮","在校/应届"
"1672259519-6907","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","电商数据分析实习生（可留用）","8-12K·13薪","上海·静安区·静安寺","新略数智","数据分析数学/统计学专业电商","年终奖，节日福利，五险一金，零食下午茶，带薪年假，【红杉投资】，员工旅游，股票期权","100-499人","在校/应届"
"1672259519-6908","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","搜索产品经理 (接受应届生)","16-30K·15薪","上海·长宁区·北新泾","携程集团","产品设计需求分析用户研究数据分析","混合办公，节日福利，员工旅游，免费班车，年终奖，带薪年假，股票期权，补充医疗保险，定期体检，五险一金","互联网","经验不限"
"1672259519-6909","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","搜索产品经理 (接受应届生)","16-30K·15薪","上海·长宁区·北新泾","携程集团","产品设计需求分析用户研究数据分析","混合办公，节日福利，员工旅游，免费班车，年终奖，带薪年假，股票期权，补充医疗保险，定期体检，五险一金","已上市","经验不限"
"1672259519-6910","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","搜索产品经理 (接受应届生)","16-30K·15薪","上海·长宁区·北新泾","携程集团","产品设计需求分析用户研究数据分析","混合办公，节日福利，员工旅游，免费班车，年终奖，带薪年假，股票期权，补充医疗保险，定期体检，五险一金","10000人以上","经验不限"
"1672259519-6911","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","用户研究（偏数据分析）","15-25K·13薪","上海·虹口区·虹口足球场","高顿教育集团","Excelnps","补充医疗保险，节日福利，带薪年假，团建聚餐，定期体检，五险一金，底薪加提成，股票期权，生日福利，绩效奖金，通讯补贴，保底工资，年终奖，合伙人计划","在线教育","经验不限"
"1672259519-6912","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","用户研究（偏数据分析）","15-25K·13薪","上海·虹口区·虹口足球场","高顿教育集团","Excelnps","补充医疗保险，节日福利，带薪年假，团建聚餐，定期体检，五险一金，底薪加提成，股票期权，生日福利，绩效奖金，通讯补贴，保底工资，年终奖，合伙人计划","D轮及以上","经验不限"
"1672259519-6913","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","用户研究（偏数据分析）","15-25K·13薪","上海·虹口区·虹口足球场","高顿教育集团","Excelnps","补充医疗保险，节日福利，带薪年假，团建聚餐，定期体检，五险一金，底薪加提成，股票期权，生日福利，绩效奖金，通讯补贴，保底工资，年终奖，合伙人计划","1000-9999人","经验不限"
"1672259519-6914","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析工程师(中银基金)","10-15K","上海·虹口区·临平路","东软集团","Python数据分析","通讯补贴，补充医疗保险，年终奖，五险一金，节日福利，带薪年假，定期体检，员工旅游，交通补助","计算机软件","经验不限"
"1672259519-6915","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析工程师(中银基金)","10-15K","上海·虹口区·临平路","东软集团","Python数据分析","通讯补贴，补充医疗保险，年终奖，五险一金，节日福利，带薪年假，定期体检，员工旅游，交通补助","已上市","经验不限"
"1672259519-6916","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析工程师(中银基金)","10-15K","上海·虹口区·临平路","东软集团","Python数据分析","通讯补贴，补充医疗保险，年终奖，五险一金，节日福利，带薪年假，定期体检，员工旅游，交通补助","10000人以上","经验不限"
"1672259519-6917","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","金融/经济分析师","15-25K","上海·浦东新区·塘桥","恒生聚源","行业研究量化分析Python大数据","五险一金，股票期权，节日福利，加班补助，年终奖，补充医疗保险，带薪年假，员工旅游，餐补，定期体检","数据服务","经验不限"
"1672259519-6918","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","金融/经济分析师","15-25K","上海·浦东新区·塘桥","恒生聚源","行业研究量化分析Python大数据","五险一金，股票期权，节日福利，加班补助，年终奖，补充医疗保险，带薪年假，员工旅游，餐补，定期体检","B轮","经验不限"
"1672259519-6919","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","金融/经济分析师","15-25K","上海·浦东新区·塘桥","恒生聚源","行业研究量化分析Python大数据","五险一金，股票期权，节日福利，加班补助，年终奖，补充医疗保险，带薪年假，员工旅游，餐补，定期体检","500-999人","经验不限"
"1672259519-6920","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据运营分析师(N3679)","7-12K·15薪","上海·静安区·南京西路","艾盛","数据分析/商业分析经验SQL英语可作为工作语言统计/数学相关专业计算机相关专业","五险一金，节日福利，带薪年假，年终奖，定期体检，零食下午茶","数据服务","经验不限"
"1672259519-6921","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据运营分析师(N3679)","7-12K·15薪","上海·静安区·南京西路","艾盛","数据分析/商业分析经验SQL英语可作为工作语言统计/数学相关专业计算机相关专业","五险一金，节日福利，带薪年假，年终奖，定期体检，零食下午茶","不需要融资","经验不限"
"1672259519-6922","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据运营分析师(N3679)","7-12K·15薪","上海·静安区·南京西路","艾盛","数据分析/商业分析经验SQL英语可作为工作语言统计/数学相关专业计算机相关专业","五险一金，节日福利，带薪年假，年终奖，定期体检，零食下午茶","100-499人","经验不限"
"1672259519-6923","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","金融银行数据开发工程师","11-20K","上海·浦东新区·张江","大唐神州","SQLKettleInformaticaSmartBIFineReport（帆软）OracleMysql","加班补助，补充医疗保险，股票期权，集体宿舍，节日福利，员工旅游，住房补贴，餐补，带薪年假，五险一金","计算机软件","经验不限"
"1672259519-6924","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","金融银行数据开发工程师","11-20K","上海·浦东新区·张江","大唐神州","SQLKettleInformaticaSmartBIFineReport（帆软）OracleMysql","加班补助，补充医疗保险，股票期权，集体宿舍，节日福利，员工旅游，住房补贴，餐补，带薪年假，五险一金","不需要融资","经验不限"
"1672259519-6925","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","金融银行数据开发工程师","11-20K","上海·浦东新区·张江","大唐神州","SQLKettleInformaticaSmartBIFineReport（帆软）OracleMysql","加班补助，补充医疗保险，股票期权，集体宿舍，节日福利，员工旅游，住房补贴，餐补，带薪年假，五险一金","100-499人","经验不限"
"1672259519-6926","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析讲师（全职兼职皆可）","15-30K","上海·浦东新区·张江","优才教育信息咨询...","PythonExcelSPSSSASTableauPandas","五险一金，员工旅游，节日福利，年终奖，零食下午茶，定期体检，加班补助，通讯补贴，带薪年假","培训机构","经验不限"
"1672259519-6927","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析讲师（全职兼职皆可）","15-30K","上海·浦东新区·张江","优才教育信息咨询...","PythonExcelSPSSSASTableauPandas","五险一金，员工旅游，节日福利，年终奖，零食下午茶，定期体检，加班补助，通讯补贴，带薪年假","B轮","经验不限"
"1672259519-6928","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析讲师（全职兼职皆可）","15-30K","上海·浦东新区·张江","优才教育信息咨询...","PythonExcelSPSSSASTableauPandas","五险一金，员工旅游，节日福利，年终奖，零食下午茶，定期体检，加班补助，通讯补贴，带薪年假","100-499人","经验不限"
"1672259519-6929","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师（资信方向） (MJ000471)","10-15K·14薪","上海·浦东新区·三林","无域科技","SQLPython数学/统计相关专业计算机相关专业","五险一金，节日福利，员工旅游，带薪年假，定期体检，股票期权，补充医疗保险，年终奖，零食下午茶","移动互联网","经验不限"
"1672259519-6930","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师（资信方向） (MJ000471)","10-15K·14薪","上海·浦东新区·三林","无域科技","SQLPython数学/统计相关专业计算机相关专业","五险一金，节日福利，员工旅游，带薪年假，定期体检，股票期权，补充医疗保险，年终奖，零食下午茶","C轮","经验不限"
"1672259519-6931","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师（资信方向） (MJ000471)","10-15K·14薪","上海·浦东新区·三林","无域科技","SQLPython数学/统计相关专业计算机相关专业","五险一金，节日福利，员工旅游，带薪年假，定期体检，股票期权，补充医疗保险，年终奖，零食下午茶","500-999人","经验不限"
"1672259519-6932","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据挖掘岗(风险模型方向)","15-28K·14薪","上海","某500强上市公司","风险控制风控建模反欺诈调查PythonSQL消费金融","五险一金，股票期权，带薪年假，免费班车，零食下午茶，餐补，年终奖，员工旅游，定期体检，节日福利，补充医疗保险","互联网","经验不限"
